,,,,,,,Public Integrity Measures,,,,,Fiscal Openness,,,Citizen Engagement,,,Procurement,Access to Information Mechanisms,,Open Data,Elections,Justice,Public Services,How is it Done?,,,Who is Affected?,,,,Sectors,,,,,,,,,,,,,,Mainstreaming Issues,,OGP,Sum,Line Ministry Contact,,,,Working Groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1,Mexico,30) Publication of Complaints to Attorneys General,"Publicar el número de denuncias realizadas en cada Ministerio Público, por lugar de ocurrencia y tipo de delito, actualizadas mensualmente con registros semanales, por colonia y localidad.",Procuraduría General de la República,Centro de Investigación para el Desarrollo (CIDAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,1,0,0,0,1,1,0,0,0,1,NR,NR,NR,NR,NR,NR,NR,NR,b. Limited,2,NA,NA,NA,NA,0,0,0,1,Continued work on basic implementation,1,1
75,1,Mexico,31) Access to Environmental Impact Studies,"Mejorar las herramientas de difusión y acceso a la información de los estudios de impacto ambiental a cargo de la Secretaría del Medio Ambiente y Recursos Naturales (SEMARNAT), a fin de garantizar que la población potencialmente afectada por los proyectos que requieran estudio de impacto ambiental tenga acceso a esta información, previo a que se dé curso a la autorización de impacto ambiental.",Secretaría del Medio Ambiente y Recursos Naturales,"Centro Mexicano de Derecho Ambiental, Fundar: Centro de Análisis e Investigación",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,None,0,b. medium,2,1,0,0,0,1,1,0,1,0,1,NR,NR,NR,NR,NR,NR,NR,NR,b. Limited,2,NA,NA,NA,NA,0,0,0,1,Continued work on basic implementation,1,1
76,1,Mexico,32) Climate Change Finances and Expenditures,"A) Identificar y sistematizar la información sobre todas las fuentes de financiamiento (interno y externo) e información sobre los recursos para proyectos y para políticas de desarrollo relacionados con cambio climático; b) Identificar y sistematizar la información sobre todas las fuentes de gasto del gobierno federal relacionadas con políticas y acciones para enfrentar el cambio climático; c) institucionalización de mecanismos de participación ciudadana, conforme a lo establecido en la Ley General de Cambio Climático, en las deliberaciones, ejecuciones y monitoreo de los proyectos.","Secretaría de la Función Pública, Secretaria de Hacienda y Crédito Público y Secretaría del Medio Ambiente y Recursos Naturales",Transparencia Mexicana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,None,0,b. medium,2,1,0,0,0,1,1,1,0,0,1,NR,NR,NR,NR,NR,NR,NR,NR,a. Not started,1,d. Complete,4,3,behind schedule,0,0,0,1,Continued work on basic implementation,1,1
77,1,Mexico,33) Website for Sanctions for Noncompliance,"Desarrollar una página web con el sistema de sanciones por incumplimiento al marco normativo de acceso a la información: expediente, causa que motivó el proceso, estado del proceso, y en procesos concluidos: tipo de sanción o no sanción, nombre; puesto, investigación documentada que proteja los datos personales.","Secretaría de la Función Pública, Secretaria de Hacienda y Crédito Público y Secretaría del Medio Ambiente y Recursos Naturales",Transparencia Mexicana,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,1,0,0,0,1,1,0,1,1,1,NR,NR,NR,NR,NR,NR,NR,NR,c. Substantial,3,d. Complete,4,1,behind schedule,1,0,1,1,Extension based on existing implementation,1,1
78,1,Mexico,34) Open Format for Archives and Documents,"No se debe considerar un PDF como información pública, sino únicamente os datos en formatos CSV, XML, KML para que se pueda analizar en cualquier herramienta. Que se modifiquen en el texto y en las bases de datos recuperables, todos los archivos escaneados que se presentan en formato .pdf y que tengan su origen en archivos de imagen como los .jpg.",Secretaría de la Función Pública,CitiVox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,1,0,0,0,0,1,0,0,1,1,NR,NR,NR,NR,NR,NR,NR,NR,d. Complete,4,d. Complete,4,0,on schedule,1,0,1,1,Extension based on existing implementation,1,1
79,1,Mexico,35) Website for Social Plans and Programs,Desarrollar una página de Internet que compile todos los Planes y Programas Sectoriales de la Administración Pública Federal.,Secretaría de Función Pública (DGAVI),Cultura Ecológica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,NR,NR,NR,NR,NR,0,None,0,b. medium,2,1,0,0,0,0,1,0,0,1,1,NR,NR,NR,NR,NR,NR,NR,NR,c. Substantial,3,d. Complete,4,1,behind schedule,1,0,1,1,Continued work on basic implementation,1,1
80,1,Mexico,36) Union Information Website,Desarrollar una página web que contenga información sindical permanente y actualizada.,Secretaría del Trabajo y Previsión Social,Artículo 19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,None,0,b. medium,2,1,0,0,0,0,1,0,0,1,1,NR,NR,NR,NR,NR,NR,NR,NR,d. Complete,4,d. Complete,4,0,on schedule,1,0,1,1,Extension based on existing implementation,1,1
81,1,Mexico,37) Transparency Innovation Prize,"Se incorpora como compromiso a este Plan de Acción Ampliado, el Premio a la innovación en transparencia para la mejora de la gestión institucional, que tiene por objeto identificar, reconocer y difundir a nivel nacional e internacional, las mejores experiencias y/o innovaciones que lleven a cabo las dependencias y entidades paraestatales de la administración pública federal, estatal y municipal; las dependencias de los poderes legislativos y judiciales de la federación y de las entidades federativas; así como los organismos autónomos federales y locales, a fin de consolidar e incrementar la calidad y el impacto de la transparencia en la gestión pública. Se busca incentivar y fortalecer prácticas de gobierno abierto que logren traducir la transparencia y el acceso a la información pública gubernamental en mejoras sustantivas de las instituciones del Estado mexicano, que redunden en beneficios para la población.",Instituto Federal de Acceso a la Información Pública y Datos Personales (IFAI),"Auditoría Superior de la Federación, Banco Mundial, IFAI, Instituto Nacional de Administración Pública y la Secretaría de la Función Pública",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NR,NR,NR,NR,NR,0,None,0,c. high,3,1,1,1,0,0,1,0,1,1,1,NR,NR,NR,NR,NR,NR,NR,NR,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,1
NR,2,Mexico,1. Tu Gobierno en un solo punto - gob.mx: ," Hacer de México un país más competitivo al integrar y publicar el Catálogo Nacional de Trámites y Servicios del Estado, que permita al ciudadano acceder, realizar y evaluar —desde un único punto de acceso web, desde cualquier lugar, a cualquier hora y desde cualquier dispositivo— los trámites y servicios públicos más demandados. Mediante la simplificación, optimización y digitalización de los procesos asociados a estos trámites, se reducen las distancias y los costos asociados con su realización. Asimismo, la reducción de costos y de tiempos impacta positivamente en la economía y el desarrollo social. Se favorece la creación de nuevas empresas y, por tanto, la generación de nuevos empleos. El gobierno se convierte en el principal facilitador e impulsor del desarrollo y no su obstáculo, generando mecanismos que lo acercan a los ciudadanos de manera eficaz.",Secretaría de la Función Pública,None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Mexico,2. Regulación clara y transparente:,"Facilitar el acceso a las resolucionesadministrativas de órganos reguladores a través de sistemas de información con el objetivo de divulgar estándares de uso común. De esta forma, se generará certidumbre jurídica, la cual permitirá mejores condiciones para la inversión y crecimiento económico.","Secretaría de Economía y
Secretaría de la Función Pública","Responsable:
IMCO
Corresponsables:
CIDAC y
Transparencia
Mexicana
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Mexico,3. Normas accesibles:,"Integrar en una plataforma virtual la información
sobre las Normas Oficiales Mexicanas vigentes, así como el proceso para
crear nuevas normas, incluyendo a los integrantes de los comités
consultivos nacionales y otros participantes, los procedimientos para
cumplirlas y los responsables de su aplicación y vigilancia. El diseño de
esta plataforma deberá ser participativo e incluyente.","Secretaría de
Economía","Responsable:
IMCO
Organizaciones
corresponsables:
CIDAC y
Transparencia
Mexicana
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Mexico,4. Registro de detenidos:,"Crear y homologar el sistema de registro de
búsqueda y localización —por medios electrónicos, telefónicos o
presenciales— de personas detenidas y asegurar que la población tenga
acceso a datos estadísticos de detenciones o aseguramientos en el país,
así como las circunstancias y causas de la detención, de manera oportuna,
conforme a la normatividad. De esta forma, el gobierno asegura su
actuación en sintonía con la presunción de inocencia establecida en la
reforma constitucional sobre el sistema de justicia penal mexicano. Contar
con esta información asegura que el gobierno actúe en esta dirección y
brinda herramientas a los ciudadanos para enfrentar de mejor forma los
procesos en el sistema penal.
","Procuraduría
General de la
República y
Secretaría de
Gobernación.
","Responsable:
Artículo 19
Corresponsable
s: IMCO y CIDAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Mexico,5. Base de datos de personas desaparecidas:,"Reorganizar y hacerfuncional el registro de personas extraviadas con base en el reglamento de la Ley de Registro de Personas Desaparecidas. Su elaboración contarácon participación activa de la sociedad civil.
La base incluirá datos estadísticos de valor y deberá señalar las diferentes fuentes y autoridades
que registran dicha información, de conformidad con la normatividad y
previo consentimiento. De esta forma, el gobierno instrumenta mejores
mecanismos de información que permitan acciones coordinadas entre los
tres órdenes de gobierno para garantizar los derechos humanos de las
personas desaparecidas y de sus familiares.
","Procuraduría
General de la
República y
Secretaría de
Gobernación.
","Responsable:
Artículo 19
Corresponsable
s: IMCO y CIDAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Mexico,6. Padrón único y abierto de beneficiarios:,"Contar con un padrón único
de beneficiarios, abierto y actualizado, de los programas sociales del
gobierno federal que integran la “Cruzada Nacional contra el Hambre” que
permita conocer con precisión cuál es y en dónde se encuentra la
población atendida por parte del Gobierno Federal, sin violar la garantía
de protección de datos personales. A su vez, establecer un mecanismo de
seguimiento para el cumplimiento de los criterios de integración de los
padrones de gobiernos estatales y municipales. Esta información
permitirá mejorar las acciones de política social al identificar con mayor
precisión las poblaciones objetivo y garantizar el derecho a la
alimentación de los mexicanos que viven en condición de pobreza
extrema","Secretaría de
Desarrollo Social
","Responsable:
GESOC
Corresponsables:
Artículo 19 y
Transparencia
Mexicana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Mexico,7. Compras Abiertas:,"Promover mayor transparencia y participación en
los procesos de compras del gobierno, apoyándose en el Sistema de
Contrataciones Gubernamentales. Mediante la publicación oportuna,
actualizada y sistemática de información suficiente acerca de la formación,
adjudicación, ejecución, cumplimiento y finalización de los contratos
públicos se harán adquisiciones con mayor certidumbre, más competitivas
y justas. Con ello se logrará un uso más eficiente de los recursos públicos.
","Secretaría de la
Función Pública
","Responsable:
Transparencia
Mexicana
Corresponsable
s: CIDAC e IMCO
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Mexico,8. Compras inteligentes:,"Evaluar y publicar los avances de las
dependencias y entidades de la Administración Pública Federal sobre los
procesos de sus contrataciones. Esta información permitirá mejorar estos
procesos y lograr una mejor rendición de cuentas en las compras públicas.
","Secretaría de la
Función Pública
","Responsable:
Transparencia
Mexicana
Corresponsable
s: CIDAC e IMCO
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Mexico,9. Gasto abierto: ,"Construir una plataforma pública, abierta e interactiva
que permita a las personas conocer y dar seguimiento a la asignación,
destino y resultados del gasto federalizado, así como de la obra pública
financiada con recursos federales, que incluya las justificaciones técnicas, la
localidad y el tipo de proyecto de inversión. La información deberá estar
disponible en datos abiertos y contar con mecanismos de consulta
accesibles como la georeferenciación interactiva a nivel localidad. Para
esto, se deberá actualizar el sistema por medio del cual los gobiernos
locales reportan el ejercicio del gasto a la federación.
","Secretaría de
Hacienda y Crédito
Público","Responsable:
IMCO
Corresponsable
s: Fundar y GESOC",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,1,1,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Mexico,10. Impuestos abiertos:,"Desarrollar una plataforma interactiva para
todos los contribuyentes que contenga los lineamientos básicos e
información útil sobre sus obligaciones tributarias. De esta forma, los
ciudadanos tendrán mayores elementos para cumplir con sus obligaciones
y hacer valer sus derechos fiscales.
","Secretaría de
Hacienda y Crédito
Público","Responsable:
IMCO
Corresponsable
s: Fundar y GESOC",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,1,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Mexico,11. Fondo emprendedor abierto y participativo:,"Transparentar todas las fases del proceso de entrega de recursos del Fondo Nacional Emprendedor (antes Fondo PYME), así como habilitar herramientas
digitales para fomentar espacios de diálogo y participación ciudadana
para las diferentes Convocatorias del Fondo y apoyo a las PyMEs. De igual
forma, construir un sistema de información homologada que facilite a las
empresas conocer los requisitos para poder importar o exportar, pagar
impuestos, obtener fondos de las distintas dependencias del gobierno
federal, entre otros.","Instituto Nacional del
Emprendedor
",None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,,,,,0,0,0,0,1,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Mexico,12. Infraestructura para todos: ,"Transparentar y difundir información
de manera georeferenciada sobre proyectos de infraestructura. Esto
permitirá que los actores interesados e involucrados pueden dar
seguimiento al desarrollo del proyecto. Al posibilitar la detección
oportuna de puntos exactos que obstaculizan un proyecto, se propicia una
mayor fluidez en su desarrollo. Esto facilita reducir tiempos de
construcción y costos, lo que genera beneficios sociales y una mejor
rendición de cuentas.","Secretaría de
Comunicaciones y
Transporte","Responsable:
CIDAC
Corresponsable
s: Artículo 19 y
GESOC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Mexico,13. Sigue la obra pública:,"Implementar un sistema digital que utilice
indicadores y alertas sobre el avance de obras públicas para su difusión,
evaluación y seguimiento. Deberá incluir un catálogo por dependencia o
entidad con toda la información pertinente desde la planeación hasta la
operación de la obra. Este sistema generará mejores procesos de
vigilancia y rendición de cuentas al permitir que la ciudadanía haga estas
consultas.
","Secretaría de
Comunicaciones y
Transporte
","Responsable:
CIDAC
Corresponsable
s: Artículo 19 y
GESOC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Mexico,14. Política Nacional de Datos Abiertos - datos.gob.mx:,"Crear e implementar una política nacional para la publicación y uso de datos
abiertos que sea clara, que proporcione certeza jurídica, que utilice
estándares abiertos e interoperables, que se oriente por el principio de
máxima publicidad y que considere:
1. Lineamientos para la publicación de datos abiertos con la
participación de expertos con apego a las mejores prácticas
internacionales;
2. Medios de acceso público a los datos abiertos;
3. Mecanismos de retroalimentación, participación
y denuncia de la comunidad de usuarios;
4. Iniciativas de fomento al uso de datos en la sociedad
y gobierno y;
5. Garantías a la privacidad de quien aporta, usa y reutiliza los
datos.","Coordinación de
Estrategia Digital
Nacional de la Oficina
de Presidencia","Responsable:
Social TIC
Corresponsables
: Artículo 19 y
Fundar
Institución pública
responsable
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,1,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
